property_id,location,property_type,price,bedrooms,bathrooms,square_feet,listing_date,description
B-0225,Los Angeles,Apartment,942581.24,5,1.5,2592,2022-08-25,Sample property 225 from Source B. Located in a prime area with great amenities.
B-0226,Portland,Apartment,333731.74,5,3.5,2753,2024-12-07,Sample property 226 from Source B. Located in a prime area with great amenities.
B-0227,Miami,Condo,923475.96,3,2.0,2483,2023-08-19,Sample property 227 from Source B. Located in a prime area with great amenities.
B-0228,Portland,House,1653530.75,3,3.0,968,2022-11-08,Sample property 228 from Source B. Located in a prime area with great amenities.
B-0229,Portland,Townhouse,1118827.5,4,3.0,1795,2023-01-18,Sample property 229 from Source B. Located in a prime area with great amenities.
B-0230,Atlanta,Loft,1362359.35,1,2.5,3787,2022-08-07,Sample property 230 from Source B. Located in a prime area with great amenities.
B-0231,Phoenix,Townhouse,1120712.51,6,2.0,3228,2022-03-03,Sample property 231 from Source B. Located in a prime area with great amenities.
B-0232,Atlanta,House,459523.37,4,3.0,1377,2023-07-05,Sample property 232 from Source B. Located in a prime area with great amenities.
B-0233,Phoenix,Condo,593041.84,1,1.0,636,2023-01-13,Sample property 233 from Source B. Located in a prime area with great amenities.
B-0234,Miami,Apartment,1686921.61,6,4.0,673,2025-03-01,Sample property 234 from Source B. Located in a prime area with great amenities.
B-0235,Phoenix,Apartment,898960.25,3,2.0,1647,2024-10-11,Sample property 235 from Source B. Located in a prime area with great amenities.
B-0236,Atlanta,Townhouse,542157.42,5,2.5,856,2025-07-03,Sample property 236 from Source B. Located in a prime area with great amenities.
B-0237,Phoenix,Condo,1024682.19,6,3.0,3751,2023-01-18,Sample property 237 from Source B. Located in a prime area with great amenities.
B-0238,San Diego,Apartment,795004.81,6,3.5,2469,2023-07-13,Sample property 238 from Source B. Located in a prime area with great amenities.
B-0239,Portland,Townhouse,992504.13,2,2.5,2837,2023-04-10,Sample property 239 from Source B. Located in a prime area with great amenities.
B-0240,San Diego,Townhouse,399861.04,5,1.5,892,2022-07-19,Sample property 240 from Source B. Located in a prime area with great amenities.
B-0241,Los Angeles,House,862435.46,2,3.5,1025,2022-08-21,Sample property 241 from Source B. Located in a prime area with great amenities.
B-0242,Atlanta,Apartment,1169398.93,1,1.0,741,2024-12-09,Sample property 242 from Source B. Located in a prime area with great amenities.
B-0243,Atlanta,House,526806.78,4,1.0,1393,2023-04-04,Sample property 243 from Source B. Located in a prime area with great amenities.
B-0244,Dallas,House,579391.3,2,3.0,1124,2025-04-21,Sample property 244 from Source B. Located in a prime area with great amenities.
B-0245,Phoenix,House,1514185.34,4,2.5,770,2022-09-23,Sample property 245 from Source B. Located in a prime area with great amenities.
B-0246,Portland,Apartment,1562355.13,1,1.5,3354,2022-04-04,Sample property 246 from Source B. Located in a prime area with great amenities.
B-0247,Los Angeles,Apartment,1698420.04,5,2.5,2852,2022-07-04,Sample property 247 from Source B. Located in a prime area with great amenities.
B-0248,Phoenix,Townhouse,758359.72,1,2.5,1703,2023-09-09,Sample property 248 from Source B. Located in a prime area with great amenities.
B-0249,Miami,Townhouse,1459495.4,1,3.5,2029,2022-04-22,Sample property 249 from Source B. Located in a prime area with great amenities.
B-0250,Portland,Loft,1187341.82,4,1.5,1563,2023-01-22,Sample property 250 from Source B. Located in a prime area with great amenities.
B-0251,Phoenix,Loft,1169027.02,4,2.5,3342,2025-07-20,Sample property 251 from Source B. Located in a prime area with great amenities.
B-0252,Portland,House,457041.95,2,1.0,706,2022-11-07,Sample property 252 from Source B. Located in a prime area with great amenities.
B-0253,Los Angeles,Townhouse,875470.79,5,1.5,3755,2024-05-19,Sample property 253 from Source B. Located in a prime area with great amenities.
B-0254,San Diego,Condo,544069.53,3,2.5,1163,2025-09-25,Sample property 254 from Source B. Located in a prime area with great amenities.
B-0255,Miami,Loft,448947.44,2,4.0,2070,2025-12-02,Sample property 255 from Source B. Located in a prime area with great amenities.
B-0256,Los Angeles,House,1505885.15,1,4.0,3393,2022-04-25,Sample property 256 from Source B. Located in a prime area with great amenities.
B-0257,Dallas,Apartment,1030397.53,5,4.0,3616,2023-11-15,Sample property 257 from Source B. Located in a prime area with great amenities.
B-0258,Miami,House,1349396.1,2,4.0,2082,2024-03-21,Sample property 258 from Source B. Located in a prime area with great amenities.
B-0259,Atlanta,House,1664274.04,4,3.0,2850,2023-10-10,Sample property 259 from Source B. Located in a prime area with great amenities.
B-0260,Miami,Townhouse,902538.77,4,3.5,2829,2024-09-13,Sample property 260 from Source B. Located in a prime area with great amenities.
B-0261,Dallas,Townhouse,1630599.91,2,2.0,1177,2023-08-06,Sample property 261 from Source B. Located in a prime area with great amenities.
B-0262,Atlanta,Townhouse,618893.57,3,3.5,2789,2023-11-04,Sample property 262 from Source B. Located in a prime area with great amenities.
B-0263,Dallas,Townhouse,1212467.49,4,1.5,1136,2024-01-28,Sample property 263 from Source B. Located in a prime area with great amenities.
B-0264,Phoenix,House,1232658.38,2,1.0,1848,2025-03-06,Sample property 264 from Source B. Located in a prime area with great amenities.
B-0265,San Diego,House,1116871.48,3,2.0,1255,2025-04-17,Sample property 265 from Source B. Located in a prime area with great amenities.
B-0266,San Diego,Apartment,446924.64,4,2.0,2522,2024-09-13,Sample property 266 from Source B. Located in a prime area with great amenities.
B-0267,Miami,Loft,798226.68,6,2.5,3064,2022-07-26,Sample property 267 from Source B. Located in a prime area with great amenities.
B-0268,Atlanta,Loft,1659065.92,6,4.0,793,2025-09-24,Sample property 268 from Source B. Located in a prime area with great amenities.
B-0269,Portland,Condo,1059017.11,2,3.5,1692,2024-06-13,Sample property 269 from Source B. Located in a prime area with great amenities.
B-0270,Dallas,Townhouse,267248.61,4,4.0,3305,2025-05-09,Sample property 270 from Source B. Located in a prime area with great amenities.
B-0271,San Diego,House,1471347.88,2,1.0,1842,2023-07-07,Sample property 271 from Source B. Located in a prime area with great amenities.
B-0272,Portland,Loft,854657.4,5,1.0,3137,2022-09-13,Sample property 272 from Source B. Located in a prime area with great amenities.
B-0273,Phoenix,Apartment,696040.3,1,4.0,3777,2022-11-05,Sample property 273 from Source B. Located in a prime area with great amenities.
B-0274,Los Angeles,Condo,1581057.67,2,1.5,2661,2022-09-09,Sample property 274 from Source B. Located in a prime area with great amenities.
B-0275,Los Angeles,Loft,967868.78,1,2.0,3725,2023-04-12,Sample property 275 from Source B. Located in a prime area with great amenities.
B-0276,Miami,Townhouse,1317690.17,1,4.0,2259,2022-12-03,Sample property 276 from Source B. Located in a prime area with great amenities.
B-0277,Los Angeles,House,934399.55,1,3.5,2631,2023-03-13,Sample property 277 from Source B. Located in a prime area with great amenities.
B-0278,Miami,Loft,1145721.66,6,2.5,849,2023-02-27,Sample property 278 from Source B. Located in a prime area with great amenities.
B-0279,Phoenix,House,1746158.1,6,4.0,1181,2022-05-17,Sample property 279 from Source B. Located in a prime area with great amenities.
B-0280,Miami,Townhouse,259278.8,5,3.5,3510,2022-12-18,Sample property 280 from Source B. Located in a prime area with great amenities.
B-0281,Portland,Townhouse,939363.57,2,2.0,1551,2023-03-09,Sample property 281 from Source B. Located in a prime area with great amenities.
B-0282,Miami,Condo,1187116.52,6,1.0,3365,2023-07-26,Sample property 282 from Source B. Located in a prime area with great amenities.
B-0283,San Diego,Loft,1342651.96,3,1.0,2791,2025-12-18,Sample property 283 from Source B. Located in a prime area with great amenities.
B-0284,Portland,Condo,1086906.38,2,4.0,2073,2023-04-12,Sample property 284 from Source B. Located in a prime area with great amenities.
B-0285,Los Angeles,Townhouse,907664.62,2,4.0,2842,2024-09-19,Sample property 285 from Source B. Located in a prime area with great amenities.
B-0286,Miami,Loft,1599701.59,5,3.5,3148,2022-06-03,Sample property 286 from Source B. Located in a prime area with great amenities.
B-0287,Miami,Loft,888036.47,2,3.0,3019,2024-09-16,Sample property 287 from Source B. Located in a prime area with great amenities.
B-0288,Phoenix,House,392494.54,3,2.0,2226,2023-04-20,Sample property 288 from Source B. Located in a prime area with great amenities.
B-0289,Dallas,Apartment,1672048.71,3,2.0,1852,2025-06-26,Sample property 289 from Source B. Located in a prime area with great amenities.
B-0290,Portland,House,1019916.72,2,2.5,2257,2023-02-03,Sample property 290 from Source B. Located in a prime area with great amenities.
B-0291,Los Angeles,Condo,1749086.79,2,1.0,2795,2023-10-15,Sample property 291 from Source B. Located in a prime area with great amenities.
B-0292,Dallas,Apartment,434084.79,6,1.5,1866,2022-03-27,Sample property 292 from Source B. Located in a prime area with great amenities.
B-0293,Miami,Loft,621267.29,1,2.5,2132,2025-04-15,Sample property 293 from Source B. Located in a prime area with great amenities.
B-0294,Portland,House,1112891.47,5,3.5,1989,2023-12-22,Sample property 294 from Source B. Located in a prime area with great amenities.
B-0295,Atlanta,House,562776.43,4,3.5,3426,2024-09-25,Sample property 295 from Source B. Located in a prime area with great amenities.
B-0296,Portland,Apartment,952806.75,3,3.5,2174,2022-11-09,Sample property 296 from Source B. Located in a prime area with great amenities.
B-0297,Atlanta,House,292663.92,2,2.5,1474,2025-10-22,Sample property 297 from Source B. Located in a prime area with great amenities.
B-0298,Los Angeles,Loft,1467565.32,3,4.0,3674,2025-10-02,Sample property 298 from Source B. Located in a prime area with great amenities.
B-0299,San Diego,Townhouse,378111.19,4,4.0,3326,2023-08-15,Sample property 299 from Source B. Located in a prime area with great amenities.
B-0300,Dallas,House,802940.4,4,3.0,3152,2025-12-22,Sample property 300 from Source B. Located in a prime area with great amenities.
B-0301,Portland,Townhouse,1533863.97,6,1.5,3487,2024-04-10,Sample property 301 from Source B. Located in a prime area with great amenities.
B-0302,San Diego,Townhouse,437154.77,3,2.0,840,2025-07-06,Sample property 302 from Source B. Located in a prime area with great amenities.
B-0303,Atlanta,Condo,344614.89,2,1.0,657,2025-11-01,Sample property 303 from Source B. Located in a prime area with great amenities.
B-0304,Atlanta,Townhouse,1531758.58,2,3.0,1403,2023-06-22,Sample property 304 from Source B. Located in a prime area with great amenities.
B-0305,Los Angeles,Loft,684973.56,2,1.5,854,2022-04-14,Sample property 305 from Source B. Located in a prime area with great amenities.
B-0306,Miami,Apartment,1428420.24,2,3.0,1642,2025-09-01,Sample property 306 from Source B. Located in a prime area with great amenities.
B-0307,Atlanta,House,1509457.98,5,3.5,1761,2022-11-05,Sample property 307 from Source B. Located in a prime area with great amenities.
B-0308,Atlanta,Townhouse,662341.6,4,1.5,2867,2024-06-15,Sample property 308 from Source B. Located in a prime area with great amenities.
B-0309,Portland,Townhouse,1601987.27,4,4.0,1927,2023-05-27,Sample property 309 from Source B. Located in a prime area with great amenities.
B-0310,Miami,Townhouse,1369217.09,4,2.5,1203,2024-04-25,Sample property 310 from Source B. Located in a prime area with great amenities.
B-0311,San Diego,Apartment,327512.24,4,4.0,3797,2024-07-01,Sample property 311 from Source B. Located in a prime area with great amenities.
B-0312,Portland,Loft,257032.76,6,4.0,2891,2023-09-03,Sample property 312 from Source B. Located in a prime area with great amenities.
B-0313,Portland,Apartment,1227898.24,3,3.0,3147,2022-05-23,Sample property 313 from Source B. Located in a prime area with great amenities.
B-0314,Miami,Condo,464265.73,3,2.5,2895,2024-12-10,Sample property 314 from Source B. Located in a prime area with great amenities.
B-0315,Dallas,Loft,1141795.39,4,4.0,2007,2025-06-03,Sample property 315 from Source B. Located in a prime area with great amenities.
B-0316,Atlanta,Condo,887533.19,3,3.0,2099,2023-04-17,Sample property 316 from Source B. Located in a prime area with great amenities.
B-0317,Portland,Loft,1000491.86,5,1.5,1044,2025-02-01,Sample property 317 from Source B. Located in a prime area with great amenities.
B-0318,Miami,Apartment,1668279.31,4,3.5,1747,2024-05-26,Sample property 318 from Source B. Located in a prime area with great amenities.
B-0319,San Diego,Loft,1100827.46,3,3.5,2494,2023-07-16,Sample property 319 from Source B. Located in a prime area with great amenities.
B-0320,San Diego,Townhouse,1276840.76,3,2.5,2011,2024-07-07,Sample property 320 from Source B. Located in a prime area with great amenities.
B-0321,Miami,Townhouse,1053052.83,1,1.5,3313,2022-01-17,Sample property 321 from Source B. Located in a prime area with great amenities.
B-0322,San Diego,Apartment,1410753.26,3,1.0,3472,2022-02-24,Sample property 322 from Source B. Located in a prime area with great amenities.
B-0323,Portland,Apartment,1708659.34,6,1.0,2192,2024-03-05,Sample property 323 from Source B. Located in a prime area with great amenities.
B-0324,Los Angeles,Loft,871327.48,2,3.0,1590,2024-05-04,Sample property 324 from Source B. Located in a prime area with great amenities.
B-0325,San Diego,Loft,328738.98,6,1.5,3762,2022-04-16,Sample property 325 from Source B. Located in a prime area with great amenities.
B-0326,Dallas,Loft,1365225.19,3,1.5,718,2023-03-07,Sample property 326 from Source B. Located in a prime area with great amenities.
B-0327,Miami,Loft,1182062.04,5,1.0,2567,2023-06-21,Sample property 327 from Source B. Located in a prime area with great amenities.
B-0328,Phoenix,Condo,1137596.07,4,2.0,1864,2024-02-07,Sample property 328 from Source B. Located in a prime area with great amenities.
B-0329,Dallas,Apartment,1479416.34,4,1.5,3190,2025-10-17,Sample property 329 from Source B. Located in a prime area with great amenities.
B-0330,Atlanta,House,893278.27,2,1.5,1103,2022-11-20,Sample property 330 from Source B. Located in a prime area with great amenities.
B-0331,Los Angeles,House,1301764.06,1,3.5,2233,2022-01-20,Sample property 331 from Source B. Located in a prime area with great amenities.
B-0332,San Diego,Loft,1185828.66,3,2.5,2662,2022-06-23,Sample property 332 from Source B. Located in a prime area with great amenities.
B-0333,San Diego,House,775108.56,3,2.0,2359,2022-01-22,Sample property 333 from Source B. Located in a prime area with great amenities.
B-0334,Atlanta,Condo,603344.39,2,3.0,2185,2023-04-10,Sample property 334 from Source B. Located in a prime area with great amenities.
B-0335,Portland,Condo,1553554.4,3,1.5,3628,2023-07-19,Sample property 335 from Source B. Located in a prime area with great amenities.
B-0336,Dallas,House,1088943.2,4,3.5,2991,2024-09-27,Sample property 336 from Source B. Located in a prime area with great amenities.
B-0337,Phoenix,Apartment,809055.37,1,4.0,2916,2023-01-25,Sample property 337 from Source B. Located in a prime area with great amenities.
B-0338,Phoenix,Condo,755176.92,1,1.0,1921,2025-01-12,Sample property 338 from Source B. Located in a prime area with great amenities.
B-0339,Dallas,Apartment,1796012.04,2,2.5,3251,2025-04-18,Sample property 339 from Source B. Located in a prime area with great amenities.
B-0340,Los Angeles,Townhouse,826741.87,3,1.5,2591,2025-03-03,Sample property 340 from Source B. Located in a prime area with great amenities.
B-0341,Los Angeles,Townhouse,1485246.85,2,1.5,2542,2023-11-15,Sample property 341 from Source B. Located in a prime area with great amenities.
B-0342,Los Angeles,Townhouse,581464.57,6,3.0,1797,2024-09-24,Sample property 342 from Source B. Located in a prime area with great amenities.
B-0343,San Diego,Townhouse,1605601.05,6,2.5,2242,2022-09-27,Sample property 343 from Source B. Located in a prime area with great amenities.
B-0344,Miami,Townhouse,1071636.65,1,2.5,3645,2025-09-06,Sample property 344 from Source B. Located in a prime area with great amenities.
B-0345,Miami,Townhouse,697341.19,4,1.0,2597,2023-04-08,Sample property 345 from Source B. Located in a prime area with great amenities.
B-0346,San Diego,Townhouse,575018.98,3,2.0,2640,2024-09-23,Sample property 346 from Source B. Located in a prime area with great amenities.
B-0347,Portland,Loft,367702.49,6,1.0,3645,2023-02-27,Sample property 347 from Source B. Located in a prime area with great amenities.
B-0348,San Diego,House,1628479.73,4,4.0,2525,2022-03-09,Sample property 348 from Source B. Located in a prime area with great amenities.
B-0349,Dallas,House,1645505.5,2,2.0,2521,2022-07-26,Sample property 349 from Source B. Located in a prime area with great amenities.
B-0350,Atlanta,Apartment,312660.77,3,2.5,3446,2024-12-15,Sample property 350 from Source B. Located in a prime area with great amenities.
B-0351,Atlanta,Loft,1574544.6,1,2.0,1451,2025-10-04,Sample property 351 from Source B. Located in a prime area with great amenities.
B-0352,Miami,Townhouse,1303555.42,4,1.0,2159,2024-10-06,Sample property 352 from Source B. Located in a prime area with great amenities.
B-0353,Phoenix,Condo,1328844.85,2,1.0,1294,2022-10-12,Sample property 353 from Source B. Located in a prime area with great amenities.
B-0354,Dallas,Condo,1698760.77,3,3.5,1987,2022-03-11,Sample property 354 from Source B. Located in a prime area with great amenities.
B-0355,Portland,Apartment,1324948.65,1,3.0,2390,2024-02-01,Sample property 355 from Source B. Located in a prime area with great amenities.
B-0356,Los Angeles,House,297898.57,1,1.5,3124,2023-10-26,Sample property 356 from Source B. Located in a prime area with great amenities.
B-0357,San Diego,House,1351997.19,1,3.0,2575,2025-06-13,Sample property 357 from Source B. Located in a prime area with great amenities.
B-0358,Dallas,Apartment,564578.17,1,2.5,2208,2023-04-07,Sample property 358 from Source B. Located in a prime area with great amenities.
B-0359,Los Angeles,Townhouse,297409.89,3,3.0,672,2022-12-10,Sample property 359 from Source B. Located in a prime area with great amenities.
B-0360,Portland,Apartment,398574.71,3,3.5,2236,2022-04-17,Sample property 360 from Source B. Located in a prime area with great amenities.
B-0361,Los Angeles,Condo,1180306.34,5,1.5,950,2023-06-24,Sample property 361 from Source B. Located in a prime area with great amenities.
B-0362,Los Angeles,House,327709.51,2,1.0,2775,2024-04-09,Sample property 362 from Source B. Located in a prime area with great amenities.
B-0363,Los Angeles,Condo,1365267.56,4,1.0,2520,2023-11-13,Sample property 363 from Source B. Located in a prime area with great amenities.
B-0364,Miami,Loft,1213072.17,6,1.5,2878,2024-08-06,Sample property 364 from Source B. Located in a prime area with great amenities.
B-0365,San Diego,House,927331.07,2,2.0,2937,2025-05-06,Sample property 365 from Source B. Located in a prime area with great amenities.
B-0366,Los Angeles,Condo,374881.79,3,2.5,1613,2023-10-28,Sample property 366 from Source B. Located in a prime area with great amenities.
B-0367,Atlanta,House,1004625.85,2,2.5,3201,2024-11-21,Sample property 367 from Source B. Located in a prime area with great amenities.
B-0368,Miami,Condo,1242700.01,1,3.5,3587,2022-12-26,Sample property 368 from Source B. Located in a prime area with great amenities.
B-0369,Los Angeles,House,1500428.53,3,4.0,3574,2025-04-19,Sample property 369 from Source B. Located in a prime area with great amenities.
B-0370,San Diego,Townhouse,1386722.43,5,3.5,883,2025-10-10,Sample property 370 from Source B. Located in a prime area with great amenities.
B-0371,Atlanta,Loft,378426.91,1,1.5,1362,2023-10-24,Sample property 371 from Source B. Located in a prime area with great amenities.
B-0372,San Diego,Apartment,1001166.29,4,4.0,3023,2023-11-13,Sample property 372 from Source B. Located in a prime area with great amenities.
B-0373,Los Angeles,Apartment,1778975.74,4,2.5,2336,2022-03-17,Sample property 373 from Source B. Located in a prime area with great amenities.
B-0374,Atlanta,Condo,1253346.71,1,3.0,775,2022-04-26,Sample property 374 from Source B. Located in a prime area with great amenities.
B-0375,Los Angeles,Condo,399038.79,1,4.0,2264,2024-05-14,Sample property 375 from Source B. Located in a prime area with great amenities.
B-0376,Los Angeles,Loft,1622093.65,1,3.0,1543,2024-04-17,Sample property 376 from Source B. Located in a prime area with great amenities.
B-0377,Atlanta,Apartment,1303436.65,6,3.5,2561,2024-06-24,Sample property 377 from Source B. Located in a prime area with great amenities.
B-0378,Portland,Townhouse,1412026.57,3,2.5,1722,2024-09-14,Sample property 378 from Source B. Located in a prime area with great amenities.
B-0379,Dallas,Apartment,1146943.89,4,1.0,3234,2023-06-19,Sample property 379 from Source B. Located in a prime area with great amenities.
B-0380,Atlanta,Apartment,1626526.44,5,1.5,1353,2023-12-02,Sample property 380 from Source B. Located in a prime area with great amenities.
B-0381,Miami,House,974056.88,1,1.5,660,2023-01-14,Sample property 381 from Source B. Located in a prime area with great amenities.
B-0382,Los Angeles,Condo,1260325.31,2,1.5,718,2023-04-05,Sample property 382 from Source B. Located in a prime area with great amenities.
B-0383,Dallas,Loft,1495066.61,2,3.0,2654,2022-02-23,Sample property 383 from Source B. Located in a prime area with great amenities.
B-0384,Dallas,Townhouse,599252.89,2,3.0,2488,2025-10-02,Sample property 384 from Source B. Located in a prime area with great amenities.
B-0385,Miami,Apartment,1566319.48,2,1.0,2147,2022-08-19,Sample property 385 from Source B. Located in a prime area with great amenities.
B-0386,Phoenix,Townhouse,1669872.16,4,2.5,1178,2022-07-11,Sample property 386 from Source B. Located in a prime area with great amenities.
B-0387,Dallas,House,1585680.43,4,2.0,2109,2024-12-08,Sample property 387 from Source B. Located in a prime area with great amenities.
B-0388,San Diego,Townhouse,862897.35,5,2.0,1939,2022-02-05,Sample property 388 from Source B. Located in a prime area with great amenities.
B-0389,Miami,Townhouse,1502318.99,3,1.5,3003,2022-04-16,Sample property 389 from Source B. Located in a prime area with great amenities.
B-0390,Miami,House,1321098.4,4,3.0,1340,2022-09-24,Sample property 390 from Source B. Located in a prime area with great amenities.
B-0391,San Diego,Apartment,1791114.04,5,2.5,2117,2022-05-20,Sample property 391 from Source B. Located in a prime area with great amenities.
B-0392,San Diego,Townhouse,1414084.2,1,2.0,2421,2024-05-22,Sample property 392 from Source B. Located in a prime area with great amenities.
B-0393,San Diego,Townhouse,1612013.86,5,4.0,3078,2023-11-17,Sample property 393 from Source B. Located in a prime area with great amenities.
B-0394,Dallas,Townhouse,1122097.71,6,3.5,2070,2025-07-18,Sample property 394 from Source B. Located in a prime area with great amenities.
B-0395,Los Angeles,Apartment,983418.86,1,4.0,953,2022-06-19,Sample property 395 from Source B. Located in a prime area with great amenities.
B-0396,Miami,Townhouse,1778527.05,2,3.0,3702,2024-02-26,Sample property 396 from Source B. Located in a prime area with great amenities.
B-0397,Los Angeles,Apartment,442688.7,4,1.5,2243,2025-12-03,Sample property 397 from Source B. Located in a prime area with great amenities.
B-0398,Los Angeles,Townhouse,1116649.06,5,1.0,2760,2025-09-04,Sample property 398 from Source B. Located in a prime area with great amenities.
B-0399,Miami,Townhouse,1741499.65,1,1.0,2879,2022-07-18,Sample property 399 from Source B. Located in a prime area with great amenities.
B-0400,San Diego,Condo,1206914.52,4,4.0,991,2022-08-02,Sample property 400 from Source B. Located in a prime area with great amenities.
B-0401,Portland,Apartment,870088.47,3,3.0,804,2025-02-22,Sample property 401 from Source B. Located in a prime area with great amenities.
B-0402,Dallas,House,373458.08,4,3.0,651,2023-12-08,Sample property 402 from Source B. Located in a prime area with great amenities.
B-0403,Portland,Townhouse,369945.87,5,4.0,2008,2022-10-22,Sample property 403 from Source B. Located in a prime area with great amenities.
B-0404,Atlanta,Loft,1163782.0,2,3.5,866,2022-04-09,Sample property 404 from Source B. Located in a prime area with great amenities.
B-0405,Phoenix,House,987418.53,1,3.5,2889,2022-08-24,Sample property 405 from Source B. Located in a prime area with great amenities.
B-0406,Miami,House,1612196.67,5,3.5,701,2025-11-10,Sample property 406 from Source B. Located in a prime area with great amenities.
B-0407,Dallas,Apartment,1426342.51,3,1.5,1512,2023-02-02,Sample property 407 from Source B. Located in a prime area with great amenities.
B-0408,Phoenix,Townhouse,1103599.33,3,4.0,620,2023-07-06,Sample property 408 from Source B. Located in a prime area with great amenities.
B-0409,Atlanta,Apartment,655319.47,6,4.0,3619,2023-02-14,Sample property 409 from Source B. Located in a prime area with great amenities.
B-0410,San Diego,Loft,1378271.79,1,1.5,3011,2022-02-27,Sample property 410 from Source B. Located in a prime area with great amenities.
B-0411,Atlanta,House,347735.47,2,3.5,2931,2022-02-07,Sample property 411 from Source B. Located in a prime area with great amenities.
B-0412,San Diego,House,814601.69,2,2.5,963,2025-01-21,Sample property 412 from Source B. Located in a prime area with great amenities.
B-0413,Los Angeles,House,1023350.8,2,4.0,2107,2022-08-11,Sample property 413 from Source B. Located in a prime area with great amenities.
B-0414,Phoenix,Townhouse,730671.49,1,2.0,2456,2022-10-02,Sample property 414 from Source B. Located in a prime area with great amenities.
B-0415,Los Angeles,Apartment,461266.43,5,4.0,3701,2022-08-10,Sample property 415 from Source B. Located in a prime area with great amenities.
B-0416,Dallas,Townhouse,1167860.56,2,3.0,1619,2022-04-28,Sample property 416 from Source B. Located in a prime area with great amenities.
B-0417,Portland,House,1541811.45,5,1.5,3035,2022-11-23,Sample property 417 from Source B. Located in a prime area with great amenities.
B-0418,Portland,Loft,436548.0,1,3.5,2654,2024-03-12,Sample property 418 from Source B. Located in a prime area with great amenities.
B-0419,San Diego,Townhouse,1237040.61,4,2.5,1875,2025-12-17,Sample property 419 from Source B. Located in a prime area with great amenities.
B-0420,Miami,Townhouse,342538.65,4,1.5,3631,2025-04-12,Sample property 420 from Source B. Located in a prime area with great amenities.
B-0421,Portland,House,376380.9,2,3.5,2707,2024-09-08,Sample property 421 from Source B. Located in a prime area with great amenities.
B-0422,Miami,Townhouse,1100641.76,3,1.0,1410,2022-01-18,Sample property 422 from Source B. Located in a prime area with great amenities.
B-0423,Miami,Apartment,657814.94,3,3.0,3724,2024-01-10,Sample property 423 from Source B. Located in a prime area with great amenities.
B-0424,Miami,House,256142.44,4,3.0,2878,2022-07-22,Sample property 424 from Source B. Located in a prime area with great amenities.
B-0425,Miami,Apartment,972296.11,4,2.0,1268,2025-02-20,Sample property 425 from Source B. Located in a prime area with great amenities.
B-0426,San Diego,Townhouse,928329.88,6,1.5,2906,2023-03-27,Sample property 426 from Source B. Located in a prime area with great amenities.
B-0427,Phoenix,Townhouse,820451.95,5,1.5,2750,2023-07-20,Sample property 427 from Source B. Located in a prime area with great amenities.
B-0428,Phoenix,Apartment,799954.06,4,4.0,884,2025-02-03,Sample property 428 from Source B. Located in a prime area with great amenities.
B-0429,San Diego,Apartment,1565896.96,2,2.0,1942,2023-11-04,Sample property 429 from Source B. Located in a prime area with great amenities.
B-0430,Phoenix,Townhouse,836057.15,4,1.0,813,2025-11-13,Sample property 430 from Source B. Located in a prime area with great amenities.
B-0431,San Diego,Apartment,930004.58,2,1.5,2696,2022-08-27,Sample property 431 from Source B. Located in a prime area with great amenities.
B-0432,Phoenix,Condo,1284959.55,4,1.0,1780,2024-12-23,Sample property 432 from Source B. Located in a prime area with great amenities.
B-0433,San Diego,Loft,298363.76,2,2.5,891,2024-01-19,Sample property 433 from Source B. Located in a prime area with great amenities.
B-0434,Los Angeles,Loft,1304889.51,1,2.0,2158,2025-04-12,Sample property 434 from Source B. Located in a prime area with great amenities.
B-0435,Los Angeles,House,1662383.59,5,1.5,2664,2025-12-04,Sample property 435 from Source B. Located in a prime area with great amenities.
B-0436,San Diego,Loft,1053219.08,2,2.0,2913,2022-05-07,Sample property 436 from Source B. Located in a prime area with great amenities.
B-0437,Portland,Loft,1089681.15,4,2.5,2641,2023-05-07,Sample property 437 from Source B. Located in a prime area with great amenities.
B-0438,Atlanta,Loft,443964.59,2,3.0,1957,2022-12-16,Sample property 438 from Source B. Located in a prime area with great amenities.
B-0439,Phoenix,Condo,958738.46,5,4.0,2512,2023-11-01,Sample property 439 from Source B. Located in a prime area with great amenities.
B-0440,Los Angeles,House,326529.85,3,2.5,3079,2025-08-11,Sample property 440 from Source B. Located in a prime area with great amenities.
B-0441,Dallas,Apartment,843662.41,1,3.0,2645,2023-02-01,Sample property 441 from Source B. Located in a prime area with great amenities.
B-0442,Portland,Apartment,497278.95,6,1.5,1567,2023-06-01,Sample property 442 from Source B. Located in a prime area with great amenities.
B-0443,Atlanta,Townhouse,1072897.86,5,2.0,2106,2024-12-12,Sample property 443 from Source B. Located in a prime area with great amenities.
B-0444,Los Angeles,Townhouse,1061023.26,6,3.5,3251,2022-08-13,Sample property 444 from Source B. Located in a prime area with great amenities.
B-0445,Portland,Condo,1674409.58,4,1.0,2721,2022-01-24,Sample property 445 from Source B. Located in a prime area with great amenities.
B-0446,Los Angeles,Apartment,696060.46,6,1.5,3628,2022-10-09,Sample property 446 from Source B. Located in a prime area with great amenities.
B-0447,Phoenix,Apartment,1057113.69,6,3.0,1442,2025-01-06,Sample property 447 from Source B. Located in a prime area with great amenities.
B-0448,Atlanta,House,620139.21,2,2.5,1705,2025-11-17,Sample property 448 from Source B. Located in a prime area with great amenities.
B-0449,Phoenix,Loft,1147936.97,3,3.5,1040,2022-11-20,Sample property 449 from Source B. Located in a prime area with great amenities.
